(0.00023370842125837647,0.0)
(0.003733515233283974,0.0)
(0.007222860904972617,0.0)
(0.010701765148243813,0.0)
(0.014170247675017079,0.0)
(0.01762832819721192,0.0)
(0.021076026426747867,0.0)
(0.024513362075544397,0.0)
(0.027940354855521037,0.0)
(0.03135702447859731,0.0)
(0.03476339065669272,0.0)
(0.038159473101726765,0.0)
(0.04154529152561898,0.0)
(0.04492086564028886,0.0)
(0.048286215145346124,0.0)
(0.051641359597276226,0.0)
(0.0549863184602154,0.0)
(0.058321111196760186,0.0)
(0.061645757269507155,0.0)
(0.06496027614105293,0.0)
(0.06826468727399403,0.0)
(0.07155901009911879,0.0)
(0.07484326391995712,0.0)
(0.07811746800821798,0.0)
(0.08138164163561026,0.0)
(0.08463580407384289,0.0)
(0.08787997459462481,0.0)
(0.09111417246842694,0.0)
(0.09433841689139381,0.0)
(0.09755272694443631,0.0)
(0.10075712169854982,0.0)
(0.10395162022472955,0.0)
(0.10713624159397082,0.0)
(0.11031100487726882,0.0)
(0.11347592913615381,0.0)
(0.11663103332208015,0.0)
(0.1197763363154643,0.0)
(0.12291185699553797,0.0)
(0.12603761424153284,0.0)
(0.12915362693268045,0.0)
(0.13225991394821257,0.0)
(0.1353564941360269,0.0)
(0.13844338621863558,0.0)
(0.1415206088871917,0.0)
(0.14458818083284847,0.0)
(0.147646120746759,0.0)
(0.15069444732007653,0.0)
(0.15373317924282412,0.0)
(0.15676233513715085,0.0)
(0.15978193351995748,0.0)
(0.16279199289908575,0.0)
(0.1657925317823774,0.0)
(0.16878356867767444,0.0)
(0.17176512209281863,0.0)
(0.17473721052681085,0.0)
(0.1776998523758104,0.0)
(0.18065306596959546,0.0)
(0.18359686963683647,0.0)
(0.18653128170620387,0.0)
(0.18945632050636807,0.0)
(0.1923720043659995,0.0)
(0.19527835158458756,0.0)
(0.19817538034482754,0.0)
(0.20106310880019843,0.0)
(0.20394155510417944,0.0)
(0.20681073741024966,0.0)
(0.20967067387188815,0.0)
(0.2125213826415177,0.0)
(0.21536288180807447,0.0)
(0.2181951893620319,0.0)
(0.2210183232853868,0.0)
(0.22383230156013606,0.0)
(0.22663714216827643,0.0)
(0.22943286309180472,0.0)
(0.23221948230443062,0.0)
(0.2349970176834401,0.0)
(0.23776548704386993,0.0)
(0.24052490819971747,0.0)
(0.24327529896497996,0.0)
(0.2460166771536548,0.0)
(0.24874906057973936,0.0)
(0.25147246702979636,0.0)
(0.2541869141805621,0.0)
(0.25689241968129417,0.0)
(0.2595890011812504,0.0)
(0.2622766763296884,0.0)
(0.26495546277586596,0.0)
(0.26762537816804527,0.0)
(0.270286440094635,0.0)
(0.27293866605119893,0.0)
(0.2755820735253058,0.0)
(0.27821668000452443,0.0)
(0.2808425029764237,0.0)
(0.28345955992857247,0.0)
(0.28606786834070663,0.0)
(0.28866744560140306,0.0)
(0.291258309040377,0.0)
(0.2938404759863606,0.0)
(0.29641396376808604,0.0)
(0.29897878971428554,0.0)
(0.3015349711536913,0.0)
(0.30408252538903274,0.0)
(0.30662146961892495,0.0)
(0.3091518210159279,0.0)
(0.31167359675260203,0.0)
(0.31418681400150733,0.0)
(0.31669148993520413,0.0)
(0.31918764172530706,0.0)
(0.3216752864865469,0.0)
(0.3241544412454008,0.0)
(0.32662512302074465,0.0)
